Trip ID,Pickup Time,Drop Off Time,passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,Surge Fee,Vehicle,Payment_type
277,01-06-2024 07:39,01-06-2024 07:56,2,3.05,140,75,13,4.08,Uber Comfort,Uber Pay
278,01-06-2024 07:29,01-06-2024 07:33,1,1.24,79,137,5.5,1.76,UberX,Uber Pay
279,01-06-2024 07:16,01-06-2024 07:37,2,7.45,75,114,23.5,0,UberX,Cash
280,01-06-2024 07:48,01-06-2024 07:54,2,1.08,234,137,6.5,1.96,UberX,Uber Pay
281,01-06-2024 07:00,01-06-2024 07:09,1,1.02,162,140,7.5,0,Uber Black,Cash
282,01-06-2024 07:33,01-06-2024 07:42,1,3.7,262,107,12.5,0,UberX,Cash
283,01-06-2024 07:44,01-06-2024 07:51,1,2,141,233,8,2.25,UberXL,Uber Pay
284,01-06-2024 07:46,01-06-2024 07:53,1,1.3,142,161,7,2.05,UberX,Uber Pay
285,01-06-2024 07:26,01-06-2024 07:31,1,1.03,74,146,5.5,0,UberX,Cash
286,01-06-2024 07:06,01-06-2024 07:12,1,1.6,186,114,7,2.58,Uber Black,Uber Pay
287,01-06-2024 07:19,01-06-2024 07:26,1,1.21,74,75,7,0,Uber Black,Cash
288,01-06-2024 07:05,01-06-2024 07:12,1,1.66,186,137,7.5,1.08,UberX,Uber Pay
289,01-06-2024 07:01,01-06-2024 07:12,1,2.27,50,236,10.5,0,UberX,Cash
290,01-06-2024 07:19,01-06-2024 07:24,1,1.86,237,75,7.5,0,Uber Comfort,Cash
291,01-06-2024 07:51,01-06-2024 07:57,1,1.22,263,141,6.5,1,UberX,Uber Pay
292,01-06-2024 07:31,01-06-2024 07:42,1,3.3,233,263,12.5,0,UberX,Cash
293,01-06-2024 07:22,01-06-2024 07:28,1,1.26,75,263,6,1,Uber Comfort,Uber Pay
294,01-06-2024 07:59,01-06-2024 08:11,1,4.08,186,75,13.5,3.36,Uber Comfort,Uber Pay
295,01-06-2024 07:34,01-06-2024 07:40,6,1.24,48,233,6.5,0,UberX,Cash
296,01-06-2024 07:44,01-06-2024 07:54,1,1.6,100,137,8.5,0,UberX,Uber Pay
297,01-06-2024 07:36,01-06-2024 07:43,2,1.46,186,158,7,0,UberX,Uber Pay
298,01-06-2024 07:59,01-06-2024 08:04,2,1.17,100,161,6,1.86,Uber Comfort,Uber Pay
299,01-06-2024 07:02,01-06-2024 07:08,1,1.19,107,164,6.5,0,Uber Comfort,Cash
300,01-06-2024 07:19,01-06-2024 07:25,3,1.2,224,170,6.5,0,UberX,Cash
301,01-06-2024 07:08,01-06-2024 07:16,1,1.51,186,137,7.5,0,UberX,Uber Pay
302,01-06-2024 07:14,01-06-2024 07:23,1,1.8,140,75,8.5,2.35,UberXL,Uber Pay
303,01-06-2024 07:53,01-06-2024 08:00,1,2.18,162,263,8.5,2.36,UberX,Uber Pay
304,01-06-2024 07:58,01-06-2024 08:08,3,3.27,226,229,12,5,UberX,Uber Pay
305,01-06-2024 07:07,01-06-2024 07:21,1,3.2,186,237,13,3.25,Uber Comfort,Uber Pay
306,01-06-2024 07:36,01-06-2024 07:46,1,2.12,48,114,9.5,2.56,Uber Black,Uber Pay
307,01-06-2024 07:14,01-06-2024 07:31,1,1.9,170,140,12.5,3.15,UberXL,Uber Pay
308,01-06-2024 07:39,01-06-2024 07:48,1,2.13,263,161,9,2.46,UberX,Uber Pay
309,01-06-2024 07:09,01-06-2024 07:16,1,1.11,229,140,6.5,1.96,UberX,Uber Pay
310,01-06-2024 07:17,01-06-2024 07:26,1,1.5,100,162,8,2.26,Uber Comfort,Uber Pay
311,01-06-2024 07:53,01-06-2024 08:00,3,1.13,262,237,6.5,1.96,Uber Black,Uber Pay
312,01-06-2024 07:09,01-06-2024 07:25,1,5.35,162,261,18.5,5.45,UberXL,Uber Pay
313,01-06-2024 07:59,01-06-2024 08:17,1,4.4,161,232,17.5,0,UberX,Cash
314,01-06-2024 07:42,01-06-2024 08:02,1,10.1,264,264,29.5,6.05,UberX,Uber Pay
315,01-06-2024 07:47,01-06-2024 08:06,2,6.94,186,116,23,0,UberXL,Cash
316,01-06-2024 07:32,01-06-2024 07:54,1,6.2,48,97,20.5,0,Uber Comfort,Cash
317,01-06-2024 07:06,01-06-2024 07:15,1,3.27,186,87,10.5,3.45,Uber Comfort,Uber Pay
318,01-06-2024 07:34,01-06-2024 07:50,2,5.78,43,107,18.5,2.18,UberX,Uber Pay
319,01-06-2024 07:22,01-06-2024 07:27,1,1.41,107,162,6,2.33,UberX,Uber Pay
320,01-06-2024 07:44,01-06-2024 07:56,1,2.14,75,43,11.5,4.44,Uber Black,Uber Pay
321,01-06-2024 07:03,01-06-2024 07:09,2,2.89,75,168,10,2,Uber Black,Uber Pay
322,01-06-2024 07:32,01-06-2024 07:45,1,5.52,238,243,17.5,1,UberX,Uber Pay
323,01-06-2024 07:46,01-06-2024 08:03,1,4.4,236,147,16.5,0,UberXL,Cash
324,01-06-2024 07:10,01-06-2024 07:25,2,3.23,236,48,13,0,UberX,Cash
325,01-06-2024 06:58,01-06-2024 07:05,1,1.3,233,100,6.5,0,UberX,Cash
326,01-06-2024 07:11,01-06-2024 07:17,1,2.11,107,161,8,2.26,Uber Black,Uber Pay
327,01-06-2024 07:50,01-06-2024 08:02,1,2.36,137,140,10,2.66,UberX,Uber Pay
328,01-06-2024 07:32,01-06-2024 07:47,1,3.37,263,233,14,4.32,Uber Comfort,Uber Pay
329,01-06-2024 07:01,01-06-2024 07:16,6,3.22,116,75,13.5,0,UberXL,Uber Pay
330,01-06-2024 07:08,01-06-2024 07:12,1,1.78,141,75,6.5,2.94,UberX,Uber Pay
331,01-06-2024 07:33,01-06-2024 07:44,1,2.79,238,237,10.5,0,Uber Black,Cash
332,01-06-2024 07:56,01-06-2024 08:03,1,1.69,48,234,7.5,2.16,UberX,Uber Pay
333,01-06-2024 07:10,01-06-2024 07:14,1,1.01,226,7,5,0,UberX,Cash
334,01-06-2024 07:55,01-06-2024 08:13,1,3.1,236,233,14,0,UberX,Cash
335,01-06-2024 07:35,01-06-2024 07:43,6,1.45,95,134,8,0,UberX,Cash
336,01-06-2024 07:02,01-06-2024 07:14,1,3.56,90,140,12.5,3.16,UberXL,Uber Pay
337,01-06-2024 07:35,01-06-2024 07:56,1,6.47,75,47,22,0,UberXL,Uber Pay
338,01-06-2024 07:47,01-06-2024 07:55,1,2.02,229,236,8.5,2.36,UberXL,Uber Pay
339,01-06-2024 07:43,01-06-2024 07:47,1,1.37,143,238,6,2.79,UberX,Uber Pay
340,01-06-2024 07:55,01-06-2024 08:06,1,1.7,263,233,9.5,2.55,UberXL,Uber Pay
341,01-06-2024 07:28,01-06-2024 07:33,1,1.02,161,50,6,2.32,Uber Black,Uber Pay
342,01-06-2024 07:03,01-06-2024 07:23,1,4.96,226,239,18.5,1,Uber Black,Uber Pay
343,01-06-2024 07:01,01-06-2024 07:12,1,3.4,107,237,12,3.05,UberX,Uber Pay
344,01-06-2024 07:28,01-06-2024 07:34,1,1.4,140,163,7,0,UberX,Cash
345,01-06-2024 07:35,01-06-2024 07:46,1,2.71,236,142,10.5,2.76,Uber Black,Uber Pay
346,01-06-2024 07:49,01-06-2024 07:58,1,3.15,75,159,11,0,UberX,Cash
347,01-06-2024 07:08,01-06-2024 07:14,1,1.39,229,100,6.5,1.96,Uber Comfort,Uber Pay
348,01-06-2024 07:48,01-06-2024 08:01,1,2.48,74,238,11,2.36,UberX,Uber Pay
349,01-06-2024 07:17,01-06-2024 07:22,1,1.04,262,140,6,1.86,UberX,Uber Pay
350,01-06-2024 07:33,01-06-2024 07:40,1,1.93,263,74,8,1.32,Uber Black,Uber Pay
351,01-06-2024 07:47,01-06-2024 08:00,6,2.55,141,146,11.5,2.8,UberX,Uber Pay
352,01-06-2024 07:52,01-06-2024 08:00,1,1.4,113,137,7,2.05,UberX,Uber Pay
353,01-06-2024 07:00,01-06-2024 07:23,1,2.17,148,170,8.5,0,UberX,Cash
354,01-06-2024 07:11,01-06-2024 07:27,4,3.73,100,148,13.5,0,UberX,Cash
355,01-06-2024 07:43,01-06-2024 07:52,1,2.89,236,186,10.5,0,UberX,Cash
356,01-06-2024 07:27,01-06-2024 07:33,1,1.96,143,238,7.5,2.16,UberX,Uber Pay
357,01-06-2024 07:43,01-06-2024 07:55,1,3.49,186,236,12.5,3.95,UberX,Uber Pay
358,01-06-2024 06:57,01-06-2024 07:02,1,1.54,43,161,6.5,1,UberX,Uber Pay
359,01-06-2024 07:54,01-06-2024 08:03,1,1.29,170,68,7.5,3.24,Uber Black,Uber Pay
360,01-06-2024 07:44,01-06-2024 07:54,1,1.83,170,142,9,0,UberX,Cash
361,01-06-2024 07:57,01-06-2024 08:06,1,2.73,142,166,10,1,UberX,Uber Pay
362,01-06-2024 07:14,01-06-2024 07:19,1,1.61,163,233,7.5,2,UberX,Uber Pay
363,01-06-2024 07:40,01-06-2024 07:47,1,3.63,107,87,12,3.06,UberXL,Uber Pay
364,01-06-2024 07:08,01-06-2024 07:25,1,4.43,100,166,16,3.86,UberXL,Uber Pay
365,01-06-2024 07:50,01-06-2024 08:00,1,2.48,239,41,10,3.99,Uber Comfort,Uber Pay
366,01-06-2024 07:21,01-06-2024 07:35,1,2.66,238,42,12,0,UberX,Cash
367,01-06-2024 07:04,01-06-2024 07:15,1,2.2,162,142,10,3.3,UberXL,Uber Pay
368,01-06-2024 07:33,01-06-2024 07:40,1,1.1,163,170,6.5,0,UberX,Amazon Pay
369,01-06-2024 07:45,01-06-2024 07:53,1,1.8,43,141,8,2.25,UberX,Uber Pay
370,01-06-2024 07:19,01-06-2024 07:32,1,4.2,75,233,14,3.45,Uber Comfort,Uber Pay
371,01-06-2024 07:19,01-06-2024 08:02,1,25.81,117,237,69,2.75,UberX,Uber Pay
372,01-06-2024 07:23,01-06-2024 07:32,1,1.69,142,151,8.5,0,UberX,Cash
373,01-06-2024 07:05,01-06-2024 07:45,1,7.97,249,36,32,7.06,UberXL,Uber Pay
374,01-06-2024 07:28,01-06-2024 07:53,1,6.3,137,61,22,0,Uber Black,Cash
375,01-06-2024 07:12,01-06-2024 07:28,1,2.89,186,140,13.5,4.2,UberX,Uber Pay
376,01-06-2024 07:32,01-06-2024 07:54,1,6.12,75,90,20.5,4.76,UberX,Uber Pay
377,01-06-2024 07:16,01-06-2024 07:20,1,1.03,107,137,5,1.66,UberX,Uber Pay
378,01-06-2024 07:30,01-06-2024 07:44,1,3.85,151,186,13.5,5.04,UberX,Uber Pay
379,01-06-2024 07:48,01-06-2024 07:58,1,1.48,186,162,8.5,0,UberX,Cash
380,01-06-2024 07:50,01-06-2024 08:09,1,3.9,224,143,15,0,Uber Black,Cash
381,01-06-2024 07:17,01-06-2024 07:29,5,2.56,238,141,11.5,0,Uber Comfort,Cash
382,01-06-2024 07:08,01-06-2024 07:22,1,3.17,100,158,12.5,3.95,Uber Black,Uber Pay
383,01-06-2024 07:11,01-06-2024 07:22,3,2.72,137,142,11,3.58,UberX,Uber Pay
384,01-06-2024 08:14,01-06-2024 08:20,1,1.1,263,75,6.5,1.47,UberX,Uber Pay
385,01-06-2024 08:01,01-06-2024 08:09,1,1.7,238,75,8,0,UberXL,Cash
386,01-06-2024 08:44,01-06-2024 08:55,1,5.1,151,244,16.5,0,Uber Black,Cash
387,01-06-2024 08:34,01-06-2024 08:50,1,6,237,209,20.5,4.75,UberX,Uber Pay
388,01-06-2024 08:54,01-06-2024 09:01,1,1.4,246,107,7,0,UberXL,Cash
389,01-06-2024 08:07,01-06-2024 08:29,2,2.77,238,140,15.5,1.88,UberXL,Uber Pay
390,01-06-2024 08:48,01-06-2024 08:56,1,1.9,262,162,8,3.7,Uber Black,Uber Pay
391,01-06-2024 08:44,01-06-2024 08:55,1,2.1,239,236,10,1.5,UberX,Uber Pay
392,01-06-2024 08:28,01-06-2024 08:37,1,1.63,229,237,8,1.6,UberX,Uber Pay
393,01-06-2024 08:40,01-06-2024 08:54,1,6.2,209,48,19,1,UberX,Uber Pay
394,01-06-2024 08:27,01-06-2024 08:32,1,1.5,249,68,6.5,2.45,UberXL,Uber Pay
395,01-06-2024 08:53,01-06-2024 09:03,1,2.8,238,161,10.5,2.07,Uber Green,Uber Pay
396,01-06-2024 08:04,01-06-2024 08:12,1,2.01,141,161,8,10,Uber Comfort,Uber Pay
397,01-06-2024 08:20,01-06-2024 08:33,1,1.37,237,140,9.5,0,UberX,Cash
398,01-06-2024 08:18,01-06-2024 08:23,1,1.26,263,140,6,1.4,Uber Black,Uber Pay
399,01-06-2024 08:17,01-06-2024 08:25,1,2,224,162,8.5,1.77,Uber Green,Uber Pay
400,01-06-2024 08:07,01-06-2024 08:15,1,1.57,48,164,8,0,UberX,Cash
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
